"business","registerid"
bitebakerykitchen,"6502a56cfebf5c0007731d31"
drunkcat,"63732460a07b6a0008eaedff"
dynastyonetangnoodle,"6608e57edd5bfc000715419e"
layerbakehouse,"64aeb4eab223c000072e8b7d"
buanambanraothai,"63ae452eedcae10008b24df7"
horkumlocalfoods,"6596760ab5c77e00070fcd16"
bilique,"601bb5d35f96c700060e6eec"
aduppanngarairestaurant,"66de98ac8d55330007cf69e3"
mrfixgadgets,"6295747d207115000728cb62"
laavanyahscashcarry,"64dd88aa0d495a000690455d"
chubbycatshop,"65cafa5849814a0007d81fea"
ruema,"654ba21ef1a8c8000786382c"
segarputrajaya,"62d7bc29d991d40007f6f519"
littlebeijing,"5e55d4bdb730ca170d64bedf"
miragecoffee,"63bac1139483300008347f36"
restaurantuniica,"6528c1fb303bb40007c702c5"
asirirungrueng,"5f5f1cb26279a60006410728"
titanstationcafe,"624aa35c85bafb0007afbbc0"
"90sbbqsteamboatbuffet","66593ba4118e7e0007110902"
theloftbahau,"632003786abb6500099a250c"
goldenappamcafe,"660b6813c343330007d63463"
simplicityfoodbeverageenterprise,"5cfd161e7f114b50c0faadba"
mutiaracafe,"6655558c800db60007f21a54"
"9singbo","64f3ea514b2bdf0006ee6c94"
sriuthaicanteenandcafe,"62960699fadb89000b0628f6"
fishclub,"6519897628ddb80007ea17b1"
naskencoffee,"60adb34a18c86900062441b2"
naanbetterinc,"6406b2246053ca00078a3591"
lutgardos,"651fa7125b38a70007c8f70d"
flowdivecenter,"5d36716ea114de05620bcafb"
west103,"64f13f8c07afb700073652b4"
imikaempiresdnbhd,"62ebd1674ac41200066d57bd"
nasipepak,"66c43de6d2676800083ca5bd"
fubolehotpot,"648885ca2e7b2800086ae484"
thethree,"6304994cd0330800087b7ce2"
lemmys,"667d1281cfe6a9000791c2d9"
dswinebar,"6349940b741e370007b81517"
coteqstation,"66d2ad892be82b000714ee85"
syahezenterprise,"6274fa0591f2ed0008325611"
yakin,"65e03c82876b120007519acc"
luodashu,"6609bdee4a09e20007ba0a21"
khramcafe,"5d4a3c247da4561fe780ab0a"
biergarden,"6390bd251bb40100089300b5"
ibunco,"628c5decf67cc00007694d09"
amzaramart,"5f3cb6056b1f7900061ad82f"
boutiqueinnsplt,"5b90905c8d616d56b1daf371"
truliansdnbhd,"6618d5922795e200078eba31"
mikawabylongbeach,"64ef2608c4794b0007b1345d"
thailabe,"6666e077fdd73d0007d2db19"
oyshimy,"61237a7634bafc00067798c1"
cigarmy,"6507c5d649ee9000073e29b1"
remedys,"63ae781ed608b40008750d21"
miragecoffee,"619480b339bd520007865772"
cafe13,"6307267e3976ac0007ef4382"
imikaempiresdnbhd,"5a7d83e36878b592402ea7ef"
tangkaoyijia,"667cdc6333aa9d0007ad51fe"
the3ccafe,"65916b1dca15b800079cad43"
pinkbakery,"66fa592557bf020008bda179"
jinnapat,"5beb8fab12e9a92e1751aea4"
vkcyclespuchong,"5caaef59aa2efb4edc670d6e"
azcloverhijab,"5e310109871dc53920349937"
classicaccessorie,"66e3dc7a3cc77300089dcd9e"
fiftyfiftypizzacoffee,"66544acb02998c00070c24ef"
kijibakehouse,"6419fc5077631f0008ae2661"
asmalldeli,"6539dabd1121e50007ed01a2"
greensatvalencia,"630866c55d4296000841b8d9"
naskencoffee,"60adb1f6e24cba00066ce151"
salamchinesemuslim,"65b338812ad97d000796e5d5"
foodcourtshafiqleerecipe,"651fc693613eb500083b0df7"
petitemaison,"65afd9b816fa770007f6ec20"
banbungbakery,"65af4b068bd3130006247120"
shamsrikantan,"63be9cda89837500074b062a"
nitrokl,"5e606c7ab0d13a3dd5a974e5"
qifentian,"643cf6770fccca00082262da"
sribuna,"620e4e51046ff20006814286"
hpsigbf,"659b8abc5b17b500079d491f"
tlsuperpotsubangjaya,"5f6ae61c79760c0006c3d874"
charcoal,"6141768ab57be60006993fdd"
marquisrooftop,"6668260f8e94910006b7432c"
samuclaypot,"647ab339e1a17f0009600bf6"
bluedome,"660e4b9b4228f8000744f165"
kopikenyek,"62f09964f244c40007269027"
limaunipiscyber,"66d67a43ce9fcc00080f2f64"
saikoucafebar,"656069bb3d7b8e00083d951e"
apkala,"658d1e5684ce0b0007eeabfe"
lavayon,"64eeee5e337a080007d53544"
raintownrestaurant,"5eb371c6e3476976a098b8b2"
donsuazcigar,"62c53c35e2eb290007762ed2"
theharrys,"64a2733e4cea62000733db9e"
usrahwalmart,"654c704b0aea1f0006b19185"
kingstreetcafe,"649e79b0bd7e5a0007a8d812"
shafiqlee,"6181f7c0f2a8b7000734fe28"
lekoilekoicafe,"6370c42f72a4b800087b6e3d"
weenoodlehouse,"6597c9a5befa630007748a56"
cmr,"6270fbf552b1303eafdb3581"
hungrydon,"6391e1d603b7e500080a41a2"
sitiomaupot,"63be09e1c39ef90008a45c03"
metabeachbar,"635f5db4d4616900071a7d72"
k1cafecorporation,"66c6d0cce50b8e0006fb4acf"
ishirakuizakaya,"63a563b4b4aa6e00079d9134"
alarabymathaam,"63e4a5a23f06090007c5eafc"
titaleasfoodspecialties,"64145e1152383100084bceaf"
berianiasiftamannirwana,"647f3ae2c07e6e0008d0ab08"
bweednbar,"6458cdca1c52cf0007eab557"
nasiayamgaringmalaysia,"65010b7586f7e70007625995"
miercafe,"63cd301976a1da0009a2818c"
sharifahcookies,"65deac0d9571bd0007c976b3"
bestseafoodrestaurant,"64b9f57495eb6e00068cab9d"
nostcoffee,"668cf155d5a30f000619d18f"
superkitchen,"654dcc423328030007bb8f27"
adrjnaventure,"5b04ce0d82ef2844e4920ad2"
aroichoeikapraotad,"66cc5f4dda73050007d07436"
villa94,"5afaad4995658324c606962c"
khanbaba,"6433af9bceee4c0007f37660"
ananyabrandnamevintageshop,"5c890ca0cdc3244407493cf3"
seltsam,"5ff31a2d9c11330006dbab46"
nuat,"64e45c62b375ac00087bb81e"
thepinggancafejohorbahru,"60a4a8cb0c75350006d17d9f"
rasasayangkitchen,"63e765a8288c210008f254fe"
provisions,"5f0f17414d76510006b3b5fb"
menyakokoro,"64e827bf2d7db10007b364d7"
kisahjiwa,"60a7562ff620ef0006481c8a"
"1995vigan","64bdec4cf59066000869fbe6"
hitchparksolutionsinc,"62f9997b64ca740008f12ad1"
astana,"5ea2767bbb2b2959ef6033cd"
lattalilat,"57b668fa3f3c6e6b14a54ad2"
kafetriggeradm,"63d9067b31a3f60007203872"
kckrestmgnt,"5cee5b89ed7a402c7b35f3e8"
sushikinza,"65e06e2cb55e28000753ef98"
laplayapd,"62b56afb053b9300065545b4"
cafelesorellecbo,"5f1e5bf064dbf00007e2f723"
naskencoffee,"65bdeb5db99f4f0006d6ac8f"
theabacagroup,"650c1003a797fb0007785dc3"
larosabeautycastle,"6586b49afc1b7700078131b9"
asiafoodventure,"633276be4dd5c3000740f994"
restoranmaduraicurryhouse,"644b5235e25bf50007ae5a43"
eatatjs,"5f350de223c7840006c855df"
osuklsdnbhd,"6698cddad07f610007790eed"
suwonkinggalbichicken,"64f964aef592ed0007845d20"
azamlottensdnbhd,"63882ca353cd590008e73cb0"
baksosenario,"623acc4c6bd02d0006b11741"
putchutney,"65ba1a4eaa80780007fa7be2"
heybuddypetgrooming,"6327d3f3c34d3c00092c9eb2"
breadbuttercafe,"6688e278b77b400007f82310"
locavore-greenhills,"65e66c376863dc0007e268d0"
sushinosukemy,"64a648e1f214550007dd5744"
minahlegacy,"65d95cbedb44e40007672396"
openplayhouse,"66825473532f420006abc18a"
kakanieshellrock,"5f574d21f8725500062933d5"
frankenfood,"62b166e788a83f00092b499e"
anacakecafe,"62c2f766465aed000702b5a8"
maikebun,"6358f7aa51b1cc00076fb11a"
cafedateph,"6666fde0456d870008536ecc"
cocktailsandshots,"5e796f56ce7c6634d5c6822d"
mywynnshop,"5b921ce15786950af4ceace1"
"6fundays","5e4c24e533439b24eba4328f"
jamhouseguesthouseandcafe,"5ec77fa2a70c874ecea847ec"
chocolatworld,"62206ad3e36d1d00075c5ecd"
lostxfoundcafe,"6305eb221faf5a0007b49d66"
justplay,"60d9a75574a7d900062b624f"
allin,"5ef1c39a461e2800063f484b"
abrahambohol,"651a55cd0887a30007208aec"
bakedbydreamcoffee,"62f0b6ab8c82e600072f9ca9"
ifoodcorner,"6454bbc798d9970007d5e9c8"
bajangladawan,"663a45b2cc0f3e000822889b"
rmautaraent,"5d932a10610e6265a27be21e"
pappagrill,"652999af1be471000649a7c0"
seeyoueveryday,"642e646a8ccdc400092b3d9b"
kofoodsventuresdnbhd,"65b7583357238000080d2dad"
thekomunal,"61a8912760679400065fe882"
tuahautoworldservicecentre,"64c3104459034300077e32ba"
jazzy-bellissimo,"60ec9641d6019f0006165588"
whimsical,"5dc80f0b1944472ec4d7ee37"
anthologycoffee,"66038ae7941a710008df268b"
kedaibukubanggol,"601116f45af5540006f94db2"
klcomedycorner,"6644c2ecfdac3e00068a0520"
cheongkeebakkutteh,"663868c0a5bc2c0008d17cd7"
championsungaibuloh,"6562f5c29fe1df000727168d"
waronglowkee,"66d7e05bcf555d0007570930"
wadashiramen,"64f5a5da1c3c1a00084f623e"
kafecendolncrumbs,"63fc2dff689a15000b87374f"
thegardenvape,"5c8f37dadb616315bfeae3e5"
impulsegaming,"62f3a19acf335f0008c2cd64"
cris,"66b5bf17f593d10007887ff4"
southbankcapcom,"637f183c8cda040007c5ca20"
izakayashakosushi,"60139098296fdf0006498932"
happivillage,"652127430e2a670007777a8b"
anipnetworktrading,"66eaee2362357f0006b5f9b4"
yumsthaistreetkitchen,"64b0df75bfeb2a000795081a"
orientaldeli,"5f320d7b02b2bd00066d120d"
bangkokburger,"6465d89e874827000861cccd"
mysari-sari,"58d4dbf5ce0a5f4a54be60f7"
jointus2,"6482f7815c66d900077b169b"
tastyhabitfoodinc,"632abfe550ee4f000733c532"
calmacafe,"63d8e8269e882b00071ce6b2"
rdkbangsar,"651bb98d1e69d200064bd806"
mototyrecentral,"643244765c28530007494814"
duriangardens,"66d18100facab20008eaa474"
maysancoffeelaundry,"59c329765f1ebcca0fe00a5d"
fablecafeinc,"6687c66c1c21930006e22434"
campguru,"656bebafd4fc5f00071d99a8"
espaciocafebaguio,"63e06f359dd53d0007d3c00f"
imikaempiresdnbhd,"648ae7f61a9d310007a9a245"
lilshobbycenter,"63e5b5ce58656f00099e3612"
chateaudeareumbeau,"6389ef8300381f000852ec80"
bensonbrew,"65d407a9f1ee650007a67610"
katsushokudo,"639954e3e2a03300079bed67"
kopimesinpaloh,"626de11034e797000ae6fcd6"
thongnethaerestaurant,"665f05f60bfa9600072a1ca0"
mylkcafe,"66755cb6577f240007d49069"
petrapudu,"66b3303fa121d400071ae4b7"
kojirokitchen,"66ac8f569244090007dd240e"
waksshake,"64da14434c8556000854347f"
lerevepatisserie,"5e4b6dc364518c1707ee44d5"
bircos,"645e125a102c3100083f361e"
lingnamcaloocan,"656d606ee1d7560007299b0e"
bobschickeninasalhouse,"65fbd17ef0537d0008f400a2"
yipinmalahotpot,"65fa9786bce3b500087a935d"
kansaisushi,"5e55ea9f5b31f846a0c74cb3"
everydaycoffeebar,"632ad2db47695700073bbfa4"
alfyhaa,"636323649aca000008b3367f"
ersinoodlehouse,"65fd3a481e123d00069038ca"
ngopiworldwide,"6513aa06534f390007715be3"
geylanglor9,"650a7a00d70ac00007c96948"
restaurant591,"63905c25c296220007204899"
winsautodetailer,"606182d2d7814d00062ed153"
marjanhalalmart,"5f5f0b77b2ef5500069c55dd"
yusoffsonscatering,"65a8ee2bfb893a00074c691d"
houseofgrill,"6699e976b0a94500073b86c6"
avocadowear3,"646ddbde8b83ba00077dfcc6"
laobaziseafood,"64cb7354378067000823a8ee"
vintry,"6628a1a8e17fbf00089a5ef1"
terracecoffeepark,"627c658098bfba0007cfae02"
kenjobakery,"6614aa8a7974ca000666f514"
dfc,"5b9b658c41c4db17bb2cef7f"
tossedtoast,"63b3e2a40bfd060007e4a89c"
shanksossobuco,"6449d0ea90d746000883786c"
kckghoutlet,"6434d6495d9d23000761d247"
youandme,"63ad4156104e2100074e96d4"
jiaxiang,"5e8317f2caec4b054095b227"
restoransweefatt,"6408136abf5dd90007721bea"
robcomputershop,"63e9ff2d3991c8000700be75"
fittiesense,"58d23650c0ce90684392f20e"
superkitchen,"63eef077722d03428f6fc54e"
dgj,"5bfcac8c425b631759671f5a"
kckghoutlet,"665d985147f82f0007bca806"
automatedretail,"6368c82ec212120007a9d534"
brittanyhotel,"64f6e9527bd2fa00079307b1"
oceanosymphony,"65d2aa80aacb620007be99e1"
halalroastduck,"654cb0d6af0e130007939b6b"
soviewsiraycafeandrestaurant,"65a743a722f9fe0007ce5f78"
pk130576,"66e3bad23cc7730008986ff8"
drafted,"65be28e89188bc00064a20c0"
edarcafe,"6684c9fbfea7720007709853"
aalucky8cafe,"62e36449bbb3290007f024de"
parteegolf,"662f6baeaab02a0007fa678a"
starbro,"643e59fac5fbca0007f297f5"
cinema76cafe,"65bc9b59a3a628000785a620"
anapatinhouse,"64644bf9ba0a85ed2047bb7b"
rathifashionbrickfields,"61dff55cf3f84e00062955c1"
bigggrill,"616a95a4f1b93600061cf755"
hidebar,"63ac6fcfa80a370007c64bf3"
yipinmalahotpot,"660ba49fedaf42000733bab4"
petitemaison,"643ac9cfdfe2d300077f0cbb"
bhaibiryani,"63082ef196c1d00008c70425"
cafekitsunemalaysia,"655c3672e956fe000770af3a"
judennresources,"628de0b5e73ed60009855b8b"
kapetanacafepangasinan,"663d03a5e6c53a0007f782eb"
restoranunclechuasignature,"65e68e39e566b800063660d6"
fivegrainsnoodleskepong,"66cdb7483bcb80000794295c"
exomicventures,"5cee8c5148443221cc5c1a0c"
unisunenterprise,"59cb18b87afacd8810295cc6"
bigfoodfnb,"65541de34dde6ff66e94fbda"
roguesquadron5,"5c9ddcb11522712b0ac3361b"
ymymookata,"606fc3d300c0a600067401ef"
brittanyhotel,"64d24b3606fdf9000723401a"
temximcharcoalmookata,"5e425f8687050b79a75bc67c"
heiheng,"65f909469832ce000785f211"
sienskitchen,"66012ba0d60147000761a175"
arbitrarybakery,"636a3a7a5329470007f0dec4"
ohmygulay,"6639fdf0ee25190007a8bbe6"
contour,"6512b5ce29fd4b0007016ec4"
"55fusionlab","60a8a34844303400067694cc"
merahmerahkorea,"64eed86e48baa20007327ea4"
akiskohi,"5f7acc4adc81eb0006859dfc"
chocolatworld,"5ccba39f76c31e42ae878e9c"
monbleu,"5f3e530f22d109000626b731"
komocafe,"664c893903b087000793671b"
"8cake","63abefda6b5b450007cd2cba"
ferryberasap,"655ad03c77a1ba000790e605"
decryptcoffee,"65d5b6132162010006ea5c52"
malayagrillsungaibuloh,"64ed57aa2fa6e00007fada85"
fishclub,"5de5d569b4e40159d4193ba2"
sokayabyshk,"65a62c92d59d4300076f6bde"
"118grinder","62f215c34aed2900074cb617"
universalconvenience,"66210031ad9af100073f0528"
coffeespot04,"65b362d6f2714f0008d5250c"
fornario,"62d668d77d6b930009bab3c1"
agxuanlaguo,"64899d08a2e5ea0007d572d1"
naduspickwok88,"5e12eee01601ab4673a0a810"
tianyuandesserts,"5fd4759097afde000671ead2"
minasukafbservices,"6363313d7a1581000833331e"
bigfoodfnb,"62aaa90c540f210007ee93aa"
executivecoffee,"5eb7635abdcec20fc9fd810d"
karmacannabis,"64117eda44360f0007fd3340"
restorantaulat,"6438d3e482f7fc0008d87527"
ytombay,"65e6b9803e4bf5e5022d5dbe"
desarufruitfarm,"5b2cc9c936ce9229fbae21be"
mimidaifukumy,"6401733397cde900072f2d8e"
"3rdgengloryscafe1948","5e312e43beebe61304d7a56a"
tamanhatistudiocafe,"62997b963a63610008365b60"
imikaempiresdnbhd,"64e729c420dd190006b49c80"
lrboulangerie,"5f22d1d7802d9700065d9a84"
jijus,"5eddc3dbca89ae174b3e3455"
bonappetit,"66431fafeb22d10007f82581"
manzenizakaya,"63b7a87e8149620008bba546"
lachinesca,"661e1b58f3601e00075a3720"
basicwinestore,"63a261cc4a4e9b0007d6e813"
uncommoncoffee,"665ed98115288b00074950ce"
stapledough,"637d960b5df71c0007478654"
puresaiva,"5eec2078c857590707860a99"
jaqsmart,"66023208f6ac42000784f0f3"
paan,"659fbe4f442f1400064e3b60"
bayangcoffee,"6299ef51a5adf500084d59d1"
tambayenterprises,"66431818bf50020007ee3c43"
megamigs,"66cc1724449f0b0008cf5ac3"
hometownscurrymee,"66bc1dd070f2c70006bd6b33"
legaleatiesfoodinc,"64fac70f96fa380007dc4a92"
lynnsfoodbeverage,"6530e2303aa0ce0007e6e84d"
pakopi,"6634b876ad2495000759c8a1"
ginopizza,"64756f0f57bd0a0007c204ac"
thebarracks,"63d3a80a0e4f0e00081d1f48"
sproutbarandrestaurant,"62dbbcb3a215a4000720d65f"
zilverpetstore,"65b3705d1c1d00000667075e"
mikhuzasushi,"5f1e9cdd39787300061ff59b"
darrenaircond,"667bf210a3bfdd00065b6dc3"
pancocafe,"66347fb81cff9600074524ed"
sukadessert,"5d69444c52b4ac51c559c21c"
bokkoreanfriedchicken,"64a29c0e45f8480007c5b0ce"
twinsdakgalbirestaurant,"667e59499d9b0d0007a6282a"
wanttoeatrestaurant,"66f817d36566d10007a7cb53"
flint,"6450c1c8dcf1a600078eaae6"
thai-mango,"64f682f7722d1d0007114021"
dongkeyrestaurant,"647f3cb0a4776b00074d90c1"
verde,"66cfe71117bb860007056d88"
beigongcha,"6555c5abffbe59000746c0cd"
westlake,"65c04b586d0aee00078763ce"
chafeiklgateway,"5dccb68494eb3a49c617fe7d"
podgy,"5ea6aba85fbac54dac895396"
satehut2020,"5ecf5997954f041f38cfba4b"
panpopseatery,"6654190a83ba690006d1a3c9"
manduca,"63c0034acec98b0009a359c8"
ufodoughnuts,"6605185ed5ac5d000783ddae"
hungryhomiesph,"629eff5b9dedfd00076bbefb"
againpc,"6267bbe94db4ca00083b1e01"
limitlessarcade,"657bf856a4655900064701a7"
edzrestaurant,"653a32a44d84a700072cc797"
azayakasalonandspa,"6476a915921b670008fc8d6d"
eclipsesteakhouseandbar,"64814c18c5502f00071e1b53"
megamigs,"668512d937f78a000767dd7f"
roadsidemotel,"64ddc482db75ca000607ebe8"
harutrading,"5a1bbd6c691b9c10714b0f52"
burninpit,"626b9c21fc1f060007e73078"
alicafetomyambymakiti,"62ff2c6f20f3c100083e144b"
restauranttaiwantaste,"665e7caa9232fa0007d1e545"
connectddotsgroup,"66568a651df19c000709c622"
makanheritage,"604da0b5fe0d4f00061f42d4"
rubysdelightscsb98,"6419768fee20ba00079e86ff"
bestofluck,"652cfac0d9ba7f000734529d"
mandalarestaurant,"63a3f5552f9de20007923f12"
moltenchocolatecafe,"64102ee72892820007cf288f"
chefsengkee,"6622305307ed8b0006963f97"
littlechef1988,"6667f6e471b5acdd67e06318"
restorandauntintap,"6593c8465127f6000742da39"
yummy-kitchen,"642e4fc32411f00007e43720"
eggxtracafe,"64b77d768655340007be3925"
pohs,"65ea584db157210007f5610d"
alphagolf,"655721bd0220670008f51446"
kitacoffeemy,"636b94e6d4d682000741b4f7"
coffeedelight,"6475894113eb0100080dbba4"
mitrsineedeewised,"63c0fff55627970009242311"
phanombakery,"63138725c2363e000774bded"
ytsweetstory,"666a5be612d7cd0006c84b05"
ameenscafe,"665edb71f2db540007028dc7"
petitemaison,"65f7dbdfd6376100076c6f93"
lgswinesspirits,"6541d73e51825300080836a3"
texasbbqbarn,"646c6b937e219700077fa237"
kedaibukubanggol,"60459c40562a310006b2e79d"
kopipokok,"6345550e3c1d42000743779f"
cafeherecorner,"65f8ed9b70e9ac0007acb617"
huangsoybar,"64632477e1298a000702784e"
lydiaslechonquezoncityinc,"64ed4ea120dd1900066ac318"
tangopoblacion,"643b9d13b9357c0007339fd1"
congkakcurve,"63170a529d02660007c08c99"
stbdesserts,"5d7b260cbfa3c424fdedd819"
arafamajunasikandar,"66f631d80aa849000751cb6b"
t42,"5e0062ffb416f003ac978c2f"
dlflowercafe,"65bb6e99a01e690007f2acb7"
zerooclock,"64356b5377b68000074e2695"
fortune33,"63216e712e28be00089fc6a8"
pa-aewsourfish,"5e7dbf4225aea742dbd152fd"
warungtanahmelayu,"65139f30327dc90007f20dbd"
orientaldeli,"658591fe02dbd0000768f0b2"
pedrothegrocer-wp,"6437587d82f7fc0008a85efb"
unclechowkopitiam,"64acbd65281f5b16f520c1b5"
omulab,"5e7983667e29bd26ec2452d2"
aidens,"5e9d7a4e9f60a05ea62b7cb9"
uccaveggiedessertcafe,"6549e17e06382c00078b4c13"
snugfood,"65058a64c8f7e00007ab304a"
pitstopmart,"663453e6d466280007a654aa"
phoenixnext,"651bc5d09cb5b100068145c7"
gameonboardgamecafe,"654af6ed5b886400071a4161"
kopitiamanda,"667bc2d9d645c7000787fd42"
nasilemakrosmerah,"64147a85bafb130007f68f1e"
luhobysuu,"64c23ca10fc69b00079ca5da"
moderninheritance,"64a447deed9b6600075b0fc7"
thebowlscompany,"66b316448e2c7f0007db43af"
kuekas,"63577f787733430008ce8122"
safagrocer,"5f9835de27528d000645b5d1"
tuliyollaltaco,"6683a514a8fc2d0007671968"
"9yardscafebistro","64c72075791d6f0008c23d46"
absorbsunlight,"6655b3f87cb9e80007a7c8bd"
tasteofhadramout,"640ffc3c8f727100079d24a4"
fishclub,"5eddac0fcd7fd04cae1473cd"
imikaempiresdnbhd,"65b35f0b648ab900075ec542"
bayangcoffee,"63ce595861709300099e8d23"
ebonynivorycoffee,"66f29b0d1e70de000758ddee"
burninpit,"626b57499b808f0008b74f41"
thecubby,"6446502cf2e54a0008ab7331"
necocatkingdom,"5f4211ef9c61590006043f6a"
brewbyatas,"637c7518b884db00071814b7"
disciplebrew,"653b6564f9ed5c0007b5f6e1"
interieurcafenb,"667a237d2f92bc0007de2b1e"
walnutbakerysabah,"5e84033eae9459311922353a"
impulsegaming,"65dd5456893bf60007e5f797"
klipcoffee,"65f278dde6ab8e0007a6347c"
kedaibukubanggol,"601fa05d5f259800064f1b17"
moshioptic,"66702c8a9ea6710008ec3b99"
meatbun,"659fce0da3dfa600075147a7"
hubb,"6401c84c336e40000631026e"
cafevera,"66332f5849899300073ae67e"
vaporvillage,"6392022fca0cf30007d3bb28"
padelku,"66309febb3fe2a000790465c"
yakusoku,"5dcaab5e4b875d6dda955f60"
brewandknead,"66d6b866cd6e800007c0d8a9"
bobar,"5e0077d5c17502594dc916ba"
storehubdemo,"66b2e82fc32a3e000753f033"
nomms,"65d46124e4f60700077ee7fe"
rockon,"64d992c5d833ce000759c1c0"
reubenschangkat,"66abbc18c384e500075a3a4d"
wackys,"6209d3db28355a00063b5696"
yongsambou,"665fd7ce58453b00073a3820"
zxcunclekopitiam,"64e57cdecad498000710621a"
ramas,"5f3a90e1f4773f0006f9bcba"
kingmotospamalaysia,"5e1e85aab8778820f20205bd"
noirdining,"66288b698d653500079ed11f"
restoransederhana,"630c6540e87f8c0007604012"
thevaultroomcebu,"64abbf3af78336000725f9a3"
sujeelafoodsbeveragessdnbhd,"66876022ebd9af00079d20a2"
unwinedkl,"628f41c1a669b300064d99a8"
thebistrobyleblanc,"662eff58dced8e00084b76ba"
bagelsbkk,"6554774fabc27700076dc6e0"
mammarket,"63cb81ef428b87000793a57b"
yangskitchen,"6544850454526500074a95b6"
krayolineprofessional,"5e578bb054c8c81732cb3e0e"
boxedblossoms,"65d828949571bd00071621f3"
afloatcoffeeroaster,"627d1e9c485ce60006e7574e"
ombokcafe,"5ab336eef8661d3abad3c34f"
puancurry,"651f75d0de2fc30006689f35"
nendacafe,"5c10a7a8def46b5825551aa2"
paotung,"5dc1299966b43459fd53388a"
rsjfoodgroupcorp,"66b03f64402b420007ff8e4f"
singlescocktaillounge,"654888dca63eb30007bf4350"
trademarkcebu,"622ee2b4d73a9300086c91d5"
groundzero,"603364727f82f100064a547a"
popsicolakl,"64bf6ada97483f0ed6f7b112"
bakeculture,"596051fa2ee05c65062869ba"
amanivanillatemerloh,"5e68e868898a4612c58ecf82"
vegesense,"5ce1f85c5354e712d9eb7802"
thaiinsubang,"619e085d4da6fe00061a3aeb"
lekairamen,"65499f0679f5e500076004eb"
pgnoodleshouse,"5d7774b3b6115d02b8298227"
tangkakbeefnoodle,"60a72c3547f9aa00064aa99a"
avocadowear3,"646de168a2154800070cbad9"
redgoldrestaurant,"652685b0be099e00072854db"
littlejungle,"5d205ae72370df39bca36c6c"
morethancoffee,"666be44d0edbaf000762bb94"
pekabocafe,"662b188bbb0d440006a549ab"
thesecretbrewha,"663350e3ea255a0007320543"
bertsgarden,"6391db71944f5f00065b87b5"
superkitchen,"63eeec19a8e4a26d5381101a"
kaiizzocaferestaurant,"66e185904e1b77000662dffa"
tasteofpakistan2,"638ab5ce00381f000866c7b6"
toriya,"645a0e8a7cfa1400067cfcf4"
teetangtoh,"649e80b166880d0006a186dd"
darlaskitchen,"654073498910030007aa3ce3"
pat-patskansi-taguig,"65b8a4496859a400061fb394"
waixiunortherncuisine,"664418d5fe0dc10007fac359"
preyakorn,"65cc91442f3d120007cda7e6"
supmeletupasli,"622efb066eaf7b0008d6c9ef"
hillrisecoffee16,"6370e5615629100008c8246f"
popseatery,"5e6729e61d86693e7bb8ef3d"
mutiarabiruborneobistro,"62c7d5d87ded7b0007f59cb5"
twosomebar,"637473f6bfab630007ceb474"
maroongrillfish,"5dbd132b6f78f93f998c10ca"
bteevent,"6684c742fea77200077031c9"
nxlounge,"63d87b3f621fe500073bb236"
fermentboulangerie,"61a58723588b9e0007d1bd5c"
surfacecafe,"646dc69124a3f3000789df7c"
communeserendra,"66ac9cc4b9f1f70007a9014a"
lachinesca,"665ffabe04f21c0007610df3"
mirandacafe,"61e7c1c8e23b250006ed972c"
lilshobbycenter,"63db21f27fa8cb0007a94b06"
yolk,"64ef473aead7f90007b21810"
animalwellness,"644884c43adb7000077d252a"
tmusj10,"5dac91870af6705dfe2e23a3"
zhostel,"65bb6a506d0aee00070113ba"
route66cafe,"664ee661e76364000786dacd"
botheavocado,"63f71c6eab1ed300070c36c3"
baanchiang,"5fc90dd577a20900068f0316"
pcogroupventuresopc,"62739b084f83180008ddf4ff"
chatramuebrunei,"65083f08e0b8c90007b67f9d"
mdretailcorp,"65702ba0aa14b00007dcb325"
thefarmassist,"63bcafccc76e2f000867bd46"
mhfrozen,"65f2927cfd40d700078893e7"
annamlush,"65ed95e47d16400007eb8634"
neighbowlsolutions,"5e58fd9d401cc6068d37a5c2"
tokyahthekuarters,"65d6eec4da842f00073ed430"
greenpepper,"65af5aad0b401f00071d5e03"
bakaucafe,"64c61ed68f85130008116edb"
bayangcoffee,"65f6bf3889e05e0007d6642c"
giftmedogpetshop,"66544bf183ba690006da8258"
dosage,"65aa0fe3ec21e600077caacf"
eatand,"651a71bb9704ff0008f4aafc"
elcfood,"5e05529406a50a63276b88dd"
abangadikexpress,"6517e77a385ae80007e1ee2b"
dailydynamiscorporation,"6544aab939fa2200076362d6"
cliff78,"63720d05ececea0008943824"
theholland2treet,"62c25b6dca83c800076ef77a"
kopidanstudio,"630b2d9e6416970008ca472c"
baskcoffeehouse,"660bcf4441c60e000719dc6b"
hrfrozenfood,"5f965328229cf10006a09f52"
breakfastmagnolia,"64548a2811685400072adf36"
aldentecafe,"669e259313f0050007b92c5c"
yumenoaji3,"6423eb90734c1e0007ba7c85"
jdvcafe,"65819caed0b36e000624e97c"
sportliciousmalaysia,"634d724bc05eeb000848a7bf"
wenxinbakery,"64363f3c0c04b600072078c1"
bibio,"645dbc7d2ebb5b0008e07fdf"
borakoreanmart,"6192369b02718100069f2dcf"
vintry,"60d1872725bda8000663e226"
bombvinos,"64a287415cf7f8000773b03a"
proartenterprise,"585b3bc48886695739fee87b"
izakayaniwa,"5f841817ee2e530006132432"
beanandbarrel,"6481ae1711488f00078068ed"
